;name;engine_power;max_spped;vehicle_transmission;model_date_begin;model_date_end;series;acceleration_time_to_100_km_h;dimensions_height;payload;dimensions_length;number_of_cylinders;wheelbase;curb_weight;dimensions_width;;;
1132;320i;129;195;MT;1982;1990;3ER;11.5;1370;400;4325;6;2570;1280;1645;;;
1133;325i;170;206;AT;1982;1990;3ER;10.5;1370;400;4325;6;2570;1275;1645;;;
1134;325i;171;207;AT;1982;1990;3ER;10.3;1370;400;4325;6;2570;1275;1645;;;
1135;325i;170;214;MT;1982;1990;3ER;8.7;1370;400;4325;6;2570;1255;1645;;;
1136;325i;171;215;MT;1982;1990;3ER;8.6;1370;400;4325;6;2570;1255;1645;;;
1137;316;90;171;4AT;1982;1990;3ER;14.2;1380;450;4325;4;2570;1020;1645;;;
1138;318i;102;0;3AT;1982;1990;3ER;;1380;;4494;4;2570;1100;1645;;;
1139;318i;105;179;4AT;1982;1990;3ER;13.1;1380;450;4325;4;2570;1030;1645;;;
1140;316;90;171;3AT;1982;1990;3ER;14.2;1380;450;4325;4;2570;1020;1645;;;
1141;318i;102;177;AT;1982;1990;3ER;13.9;1380;460;4325;4;2570;1060;1645;;;
1142;318i;105;179;3AT;1982;1990;3ER;13.1;1380;450;4325;4;2570;1030;1645;;;
1143;318i;102;0;4AT;1982;1990;3ER;;1380;;4494;4;2570;1116;1645;;;
1144;318i;102;184;MT;1982;1990;3ER;11.8;1380;460;4325;4;2570;1040;1645;;;
1145;316;90;175;5MT;1982;1990;3ER;12.2;1380;460;4325;4;2570;1010;1645;;;
1146;316;90;175;4MT;1982;1990;3ER;12.2;1380;460;4325;4;2570;1010;1645;;;
1147;318i;105;184;5MT;1982;1990;3ER;11.2;1380;460;4325;4;2570;1020;1645;;;
1148;318i;105;184;4MT;1982;1990;3ER;11.2;1380;460;4325;4;2570;1020;1645;;;
1149;318i;102;0;MT;1982;1990;3ER;;1380;;4494;4;2570;1090;1645;;;
1150;320i;125;191;3AT;1982;1990;3ER;12.0;1380;440;4325;6;2570;1100;1645;;;
1151;320i;125;191;4AT;1982;1990;3ER;12.0;1380;440;4325;6;2570;1100;1645;;;
1152;320i;129;192;AT;1982;1990;3ER;12.0;1380;460;4325;6;2570;1120;1645;;;
1153;320i;129;186;AT;1982;1990;3ER;12.7;1380;460;4325;6;2570;1120;1645;;;
1154;320i;129;197;MT;1982;1990;3ER;10.2;1380;460;4325;6;2570;1100;1645;;;
1155;320i;125;196;MT;1982;1990;3ER;10.4;1380;460;4325;6;2570;1080;1645;;;
1156;320i;129;195;MT;1982;1990;3ER;10.6;1380;460;4325;6;2570;1100;1645;;;
1157;323i;150;200;AT;1982;1990;3ER;10.7;1380;460;4325;6;2570;1110;1645;;;
1158;323i;139;197;3AT;1982;1990;3ER;10.8;1380;450;4325;6;2570;1120;1645;;;
1159;323i;139;197;4AT;1982;1990;3ER;10.8;1380;450;4325;6;2570;1120;1645;;;
1160;323i;139;202;MT;1982;1990;3ER;9.2;1380;460;4325;6;2570;1110;1645;;;
1161;323i;150;204;MT;1982;1990;3ER;9.0;1380;460;4325;6;2570;1110;1645;;;
1162;324d;86;156;AT;1982;1990;3ER;18.5;1380;460;4325;6;2570;1195;1645;;;
1163;324d;86;165;MT;1982;1990;3ER;16.1;1380;460;4325;6;2570;1175;1645;;;
1164;325i;170;210;AT;1982;1990;3ER;9.9;1380;460;4325;6;2570;1165;1645;;;
1165;325i;171;206;AT;1982;1990;3ER;10.0;1380;460;4325;6;2570;1165;1645;;;
1166;325ix;171;202;AT;1982;1990;3ER;10.9;1400;460;4325;6;2570;1295;1645;;;
1167;325ix;170;201;AT;1982;1990;3ER;11.3;1400;460;4325;6;2570;1295;1645;;;
1168;325i;171;217;MT;1982;1990;3ER;8.3;1380;460;4325;6;2570;1145;1645;;;
1169;325ix;170;210;MT;1982;1990;3ER;9.2;1400;460;4325;6;2570;1275;1645;;;
1170;325i;170;215;MT;1982;1990;3ER;8.3;1380;460;4325;6;2570;1145;1645;;;
1171;325ix;171;212;MT;1982;1990;3ER;9.0;1400;460;4325;6;2570;1235;1645;;;
1172;325e;122;188;AT;1982;1990;3ER;11.8;1380;450;4325;6;2570;1150;1645;;;
1173;325e;122;193;MT;1982;1990;3ER;10.1;1380;460;4325;6;2570;1140;1645;;;
1174;318i;105;179;3AT;1982;1990;3ER;13.1;1380;450;4325;4;2570;1010;1645;;;
1175;318i;102;0;4AT;1982;1990;3ER;;1380;;4494;4;2570;1096;1645;;;
1176;318i;102;177;AT;1982;1990;3ER;13.9;1380;460;4325;4;2570;1040;1645;;;
1177;318i;105;179;4AT;1982;1990;3ER;13.1;1380;450;4325;4;2570;1010;1645;;;
1178;316;90;171;3AT;1982;1990;3ER;14.2;1380;450;4325;4;2570;1000;1645;;;
1179;318i;102;0;3AT;1982;1990;3ER;;1380;;4494;4;2570;1080;1645;;;
1180;316;90;171;4AT;1982;1990;3ER;14.2;1380;450;4325;4;2570;1000;1645;;;
1181;316;90;175;5MT;1982;1990;3ER;12.2;1380;460;4325;4;2570;990;1645;;;
1182;318i;105;184;4MT;1982;1990;3ER;11.2;1380;460;4325;4;2570;1000;1645;;;
1183;318i;102;0;MT;1982;1990;3ER;;1380;;4494;4;2570;1070;1645;;;
1184;318i;102;184;MT;1982;1990;3ER;11.8;1380;460;4325;4;2570;1020;1645;;;
1185;316;90;175;4MT;1982;1990;3ER;12.2;1380;460;4325;4;2570;990;1645;;;
1186;318i;105;184;5MT;1982;1990;3ER;11.2;1380;460;4325;4;2570;1000;1645;;;
1187;320i;129;192;AT;1982;1990;3ER;12.0;1380;460;4325;6;2570;1100;1645;;;
1188;320i;125;191;3AT;1982;1990;3ER;12.0;1380;440;4325;6;2570;1080;1645;;;
1189;320i;125;191;4AT;1982;1990;3ER;12.0;1380;440;4325;6;2570;1080;1645;;;
1190;320i;129;186;AT;1982;1990;3ER;12.7;1380;460;4325;6;2570;1100;1645;;;
1191;320i;125;196;MT;1982;1990;3ER;10.4;1380;460;4325;6;2570;1060;1645;;;
1192;320i;129;195;MT;1982;1990;3ER;10.6;1380;460;4325;6;2570;1080;1645;;;
1193;320i;129;197;MT;1982;1990;3ER;10.2;1380;460;4325;6;2570;1080;1645;;;
1194;323i;139;197;4AT;1982;1990;3ER;10.8;1380;450;4325;6;2570;1100;1645;;;
1195;323i;139;197;3AT;1982;1990;3ER;10.8;1380;450;4325;6;2570;1100;1645;;;
1196;323i;150;200;AT;1982;1990;3ER;10.7;1380;460;4325;6;2570;1090;1645;;;
1197;323i;139;202;MT;1982;1990;3ER;9.2;1380;460;4325;6;2570;1090;1645;;;
1198;323i;150;204;MT;1982;1990;3ER;9.0;1380;460;4325;6;2570;1090;1645;;;
1199;324d;86;156;AT;1982;1990;3ER;18.5;1380;460;4325;6;2570;1175;1645;;;
1200;324d;86;165;MT;1982;1990;3ER;16.1;1380;460;4325;6;2570;1155;1645;;;
1201;325i;170;210;AT;1982;1990;3ER;9.9;1380;460;4325;6;2570;1145;1645;;;
1202;325ix;170;201;AT;1982;1990;3ER;11.3;1400;460;4325;6;2570;1275;1645;;;
1203;325ix;171;202;AT;1982;1990;3ER;10.9;1400;460;4325;6;2570;1275;1645;;;
1204;325i;171;206;AT;1982;1990;3ER;10.0;1380;460;4325;6;2570;1145;1645;;;
1205;325i;170;215;MT;1982;1990;3ER;8.3;1380;460;4325;6;2570;1125;1645;;;
1206;325ix;171;212;MT;1982;1990;3ER;9.0;1400;460;4325;6;2570;1215;1645;;;
1207;325i;171;217;MT;1982;1990;3ER;8.3;1380;460;4325;6;2570;1125;1645;;;
1208;325ix;170;210;MT;1982;1990;3ER;9.2;1400;460;4325;6;2570;1255;1645;;;
1209;325e;122;188;AT;1982;1990;3ER;11.8;1380;450;4325;6;2570;1130;1645;;;
1210;325e;122;193;MT;1982;1990;3ER;10.1;1380;460;4325;6;2570;1120;1645;;;
1211;315;75;154;4MT;1975;1983;3ER;14.8;1380;430;4355;4;2563;1010;1610;;;
1212;316;90;160;4MT;1975;1983;3ER;13.8;1380;420;4355;4;2563;1020;1610;;;
1213;316;90;160;5MT;1975;1983;3ER;13.8;1380;420;4355;4;2563;1020;1610;;;
1214;315;75;154;5MT;1975;1983;3ER;14.8;1380;430;4355;4;2563;1010;1610;;;
1215;318i;105;166;AT;1975;1983;3ER;13.2;1380;420;4355;4;2563;1040;1610;;;
1216;316;90;158;AT;1975;1983;3ER;14.7;1380;420;4355;4;2563;1030;1610;;;
1217;318;98;160;AT;1975;1983;3ER;14.8;1380;410;4355;4;2563;1030;1610;;;
1218;318i;105;171;5MT;1975;1983;3ER;11.5;1380;430;4355;4;2563;1030;1610;;;
1219;316;90;163;4MT;1975;1983;3ER;12.5;1380;430;4355;4;2563;1020;1610;;;
1220;316;90;163;5MT;1975;1983;3ER;12.5;1380;430;4355;4;2563;1020;1610;;;
1221;318;98;165;5MT;1975;1983;3ER;11.9;1380;420;4355;4;2563;1020;1610;;;
1222;318;98;165;4MT;1975;1983;3ER;11.9;1380;420;4355;4;2563;1020;1610;;;
1223;318i;105;171;4MT;1975;1983;3ER;11.5;1380;430;4355;4;2563;1030;1610;;;
1224;320;122;176;AT;1975;1983;3ER;13.6;1380;420;4355;6;2563;1130;1610;;;
1225;320;109;165;AT;1975;1983;3ER;;1380;390;4355;4;2563;1050;1610;;;
1226;320i;125;176;AT;1975;1983;3ER;;1380;390;4355;4;2563;1070;1610;;;
1227;320;109;170;4MT;1975;1983;3ER;11.2;1380;410;4355;4;2563;1030;1610;;;
1228;320;122;181;4MT;1975;1983;3ER;10.7;1380;435;4355;6;2563;1115;1610;;;
1229;320;122;181;5MT;1975;1983;3ER;10.7;1380;435;4355;6;2563;1115;1610;;;
1230;320i;125;180;5MT;1975;1983;3ER;9.9;1380;410;4355;4;2563;1050;1610;;;
1231;320i;125;180;4MT;1975;1983;3ER;9.9;1380;410;4355;4;2563;1050;1610;;;
1232;320;109;170;5MT;1975;1983;3ER;11.2;1380;410;4355;4;2563;1030;1610;;;
1233;323i;143;185;AT;1975;1983;3ER;11.7;1380;420;4355;6;2563;1120;1610;;;
1234;323i;143;190;5MT;1975;1983;3ER;9.5;1380;430;4355;6;2563;1110;1610;;;
1235;323i;143;190;4MT;1975;1983;3ER;9.5;1380;430;4355;6;2563;1110;1610;;;
1236;420d;184;228;AT;2013;2014;4ER;8.2;1384;470;4638;4;2810;1690;1825;;;
1237;428i;245;250;AT;2013;2014;4ER;6.4;1384;460;4638;4;2810;1700;1825;;;
1238;428i;245;250;MT;2013;2015;4ER;6.4;1384;460;4638;4;2810;1680;1825;;;
1239;420d;184;235;MT;2013;2015;4ER;8.2;1384;470;4638;4;2810;1680;1825;;;
1240;435i;306;250;AT;2013;2014;4ER;5.5;1384;460;4638;6;2810;1750;1825;;;
1241;435i;306;250;MT;2013;2015;4ER;5.6;1384;460;4638;6;2810;1740;1825;;;
1242;420i;184;236;AT;2013;2015;4ER;7.3;1362;520;4638;4;2810;1525;1825;;;
1243;420d;184;232;AT;2013;2015;4ER;7.3;1362;520;4638;4;2810;1540;1825;;;
1244;420i;184;231;AT;2013;2015;4ER;7.5;1377;520;4638;4;2810;1605;1825;;;
1245;420d;184;229;AT;2013;2015;4ER;7.3;1377;520;4638;4;2810;1615;1825;;;
1246;428i;245;250;AT;2013;2015;4ER;5.8;1377;520;4638;4;2810;1615;1825;;;
1247;428i;245;250;AT;2013;2015;4ER;5.8;1362;520;4638;4;2810;1545;1825;;;
1248;420d;184;240;MT;2013;2015;4ER;7.5;1362;520;4638;4;2810;1525;1825;;;
1249;428i;245;250;MT;2013;2015;4ER;5.6;1377;520;4638;4;2810;1605;1825;;;
1250;428i;245;250;MT;2013;2015;4ER;5.9;1362;520;4638;4;2810;1525;1825;;;
1251;420i;184;236;MT;2013;2015;4ER;7.3;1362;520;4638;4;2810;1505;1825;;;
1252;420i;184;233;MT;2013;2015;4ER;7.4;1377;520;4638;4;2810;1595;1825;;;
1253;420d;184;236;MT;2013;2015;4ER;7.5;1377;520;4638;4;2810;1605;1825;;;
1254;435i;306;250;AT;2013;2015;4ER;4.9;1377;520;4638;6;2810;1665;1825;;;
1255;430d;258;250;AT;2013;2015;4ER;5.5;1362;520;4638;6;2810;1615;1825;;;
1256;435d;313;250;AT;2013;2015;4ER;4.7;1377;520;4638;6;2810;1700;1825;;;
1257;435i;306;250;AT;2013;2015;4ER;5.1;1362;520;4638;6;2810;1600;1825;;;
1258;435i;306;250;MT;2013;2015;4ER;5.4;1362;520;4638;6;2810;1585;1825;;;
1259;435i;306;250;MT;2013;2015;4ER;5.2;1377;520;4638;6;2810;1655;1825;;;
1260;420i;184;236;Steptronic;2013;2015;4ER;7.6;1389;560;4638;4;2810;1505;1825;;;
1261;420d xDrive;184;229;Steptronic;2013;2015;4ER;7.5;1404;560;4638;4;2810;1600;1825;;;
1262;428i xDrive;245;250;Steptronic;2013;2015;4ER;6.0;1404;560;4638;4;2810;1595;1825;;;
1263;420d;184;231;Steptronic;2013;2015;4ER;7.5;1389;560;4638;4;2810;1525;1825;;;
1264;418d;143;213;Steptronic;2013;2015;4ER;9.1;1389;560;4638;4;2810;1510;1825;;;
1265;428i;245;250;Steptronic;2013;2015;4ER;6.0;1389;560;4638;4;2810;1530;1825;;;
1266;420i;184;236;MT;2013;2015;4ER;7.5;1389;560;4638;4;2810;1480;1825;;;
1267;428i xDrive;245;250;MT;2013;2015;4ER;5.8;1404;560;4638;4;2810;1580;1825;;;
1268;428i;245;250;MT;2013;2015;4ER;6.1;1389;560;4638;4;2810;1510;1825;;;
1269;420d;184;236;MT;2013;2015;4ER;7.7;1389;560;4638;4;2810;1510;1825;;;
1270;420d xDrive;184;234;MT;2013;2015;4ER;7.7;1404;560;4638;4;2810;1585;1825;;;
1271;418d;143;213;MT;2013;2015;4ER;9.2;1389;560;4638;4;2810;1490;1825;;;
1272;435i;306;250;Steptronic;2013;2015;4ER;5.2;1389;560;4638;6;2810;1585;1825;;;
1273;435i;306;250;MT;2013;2015;4ER;5.5;1389;560;4638;6;2810;1575;1825;;;
1274;520i;150;210;AT;1995;2000;5ER;11.2;1435;535;4775;6;2830;1445;1800;;;
1275;520i;150;210;AT;1995;2000;5ER;11.5;1435;510;4775;6;2830;1505;1800;;;
1276;520i;150;220;MT;1995;2000;5ER;10.2;1435;535;4775;6;2830;1410;1800;;;
1277;520i;150;220;MT;1995;2000;5ER;10.2;1435;510;4775;6;2830;1470;1800;;;
1278;523i;170;226;AT;1995;2000;5ER;9.7;1435;510;4775;6;2830;1510;1800;;;
1279;523i;170;226;AT;1995;2000;5ER;9.6;1435;535;4775;6;2830;1455;1800;;;
1280;525tds;143;205;AT;1995;2000;5ER;11.0;1435;525;4775;6;2830;1515;1800;;;
1281;523i;170;228;MT;1995;2000;5ER;8.5;1435;535;4775;6;2830;1420;1800;;;
1282;525tds;143;211;MT;1995;2000;5ER;10.4;1435;535;4775;6;2830;1480;1800;;;
1283;523i;170;228;MT;1995;2000;5ER;8.5;1435;510;4775;6;2830;1475;1800;;;
1284;528i;193;235;AT;1995;2000;5ER;8.8;1435;540;4775;6;2830;1535;1800;;;
1285;528i;193;234;AT;1995;2000;5ER;8.8;1435;535;4775;6;2830;1475;1800;;;
1286;528i;193;236;MT;1995;2000;5ER;7.5;1435;535;4775;6;2830;1440;1800;;;
1287;528i;193;240;MT;1995;2000;5ER;7.5;1435;540;4775;6;2830;1500;1800;;;
1288;530d;184;225;AT;1995;2000;5ER;8.4;1435;540;4775;6;2830;1610;1800;;;
1289;530d;184;225;MT;1995;2000;5ER;8.0;1435;540;4775;6;2830;1575;1800;;;
1290;535i;235;244;AT;1995;2000;5ER;7.7;1435;535;4775;8;2830;1575;1800;;;
1291;535i;238;247;AT;1995;2000;5ER;7.6;1435;550;4775;8;2830;1645;1800;;;
1292;535i;238;250;MT;1995;2000;5ER;6.9;1435;540;4775;8;2830;1610;1800;;;
1293;535i;235;247;MT;1995;2000;5ER;7.0;1435;535;4775;8;2830;1540;1800;;;
1294;540i;286;250;AT;1995;2000;5ER;6.5;1435;530;4775;8;2830;1675;1800;;;
1295;540i;286;250;AT;1995;2000;5ER;6.5;1435;585;4775;8;2830;1620;1800;;;
1296;540i;286;250;MT;1995;2000;5ER;6.2;1435;540;4775;8;2830;1630;1800;;;
1297;540i;286;250;MT;1995;2000;5ER;6.2;1435;585;4775;8;2830;1585;1800;;;
1298;520i;150;209;AT;1995;2000;5ER;12.2;1445;625;4805;6;2830;1605;1800;;;
1299;520i;150;209;AT;1995;2000;5ER;11.9;1445;650;4805;6;2830;1540;1800;;;
1300;520i;150;212;MT;1995;2000;5ER;10.6;1445;650;4805;6;2830;1505;1800;;;
1301;520i;150;212;MT;1995;2000;5ER;10.6;1445;625;4805;6;2830;1570;1800;;;
1302;523i;170;220;AT;1995;2000;5ER;10.0;1445;650;4805;6;2830;1550;1800;;;
1303;525tds;143;208;AT;1995;2000;5ER;11.4;1445;630;4805;6;2830;1610;1800;;;
1304;523i;170;222;AT;1995;2000;5ER;10.2;1445;625;4805;6;2830;1615;1800;;;
1305;523i;170;222;MT;1995;2000;5ER;8.9;1445;650;4805;6;2830;1515;1800;;;
1306;525tds;143;210;MT;1995;2000;5ER;10.7;1445;630;4805;6;2830;1575;1800;;;
1307;523i;170;224;MT;1995;2000;5ER;8.9;1445;625;4805;6;2830;1580;1800;;;
1308;528i;193;229;AT;1995;2000;5ER;9.3;1445;585;4805;6;2830;1650;1800;;;
1309;528i;193;227;AT;1995;2000;5ER;9.7;1445;630;4805;6;2830;1585;1800;;;
1310;528i;193;229;MT;1995;2000;5ER;7.9;1445;630;4805;6;2830;1550;1800;;;
1311;528i;193;233;MT;1995;2000;5ER;7.9;1445;585;4805;6;2830;1615;1800;;;
1312;530d;184;222;AT;1995;2000;5ER;8.9;1445;625;4805;6;2830;1720;1800;;;
1313;530d;184;222;MT;1995;2000;5ER;8.3;1445;625;4805;6;2830;1685;1800;;;
1314;540i;286;250;AT;1995;2000;5ER;6.7;1445;540;4805;8;2830;1775;1800;;;
1315;540i;286;250;AT;1995;2000;5ER;6.7;1445;585;4805;8;2830;1730;1800;;;
1316;540i;286;250;MT;1995;2000;5ER;6.3;1445;540;4805;8;2830;1740;1800;;;
1317;540i;286;250;MT;1995;2000;5ER;6.3;1445;585;4805;8;2830;1695;1800;;;
1318;520d;163;223;AT;2003;2007;5ER;8.7;1468;540;4841;4;2888;1520;1846;;;
1319;520d;163;223;MT;2003;2007;5ER;8.6;1468;540;4841;4;2888;1510;1846;;;
1320;520i;170;226;AT;2003;2007;5ER;9.9;1468;540;4841;6;2888;1495;1846;;;
1321;520i;170;230;MT;2003;2007;5ER;9.0;1468;540;4841;6;2888;1485;1846;;;
1322;525i;218;242;AT;2003;2007;5ER;7.9;1468;560;4841;6;2888;1495;1846;;;
1323;523i;177;232;AT;2003;2007;5ER;9.3;1468;540;4841;6;2888;1490;1846;;;
1324;525xi;218;232;AT;2003;2007;5ER;8.4;1482;560;4841;6;2888;1605;1846;;;
1325;525d;177;227;AT;2003;2007;5ER;8.3;1468;560;4841;6;2888;1595;1846;;;
1326;525i;186;232;AT;2003;2007;5ER;8.5;1468;;4854;6;2888;1565;1846;;;
1327;525i;192;233;AT;2003;2007;5ER;8.7;1468;560;4841;6;2888;1500;1846;;;
1328;523i;177;235;MT;2003;2007;5ER;8.5;1468;540;4841;6;2888;1470;1846;;;
1329;525i;192;238;MT;2003;2007;5ER;7.9;1468;560;4841;6;2888;1490;1846;;;
1330;525i;186;235;MT;2003;2007;5ER;8.1;1468;;4854;6;2888;1550;1846;;;
1331;525xi;218;237;MT;2003;2007;5ER;8.3;1482;560;4841;6;2888;1590;1846;;;
1332;525d;177;230;MT;2003;2007;5ER;8.1;1468;560;4841;6;2888;1585;1846;;;
1333;525i;218;245;MT;2003;2007;5ER;7.5;1468;560;4841;6;2888;1475;1846;;;
1334;530xi;258;248;AT;2003;2007;5ER;7.1;1482;560;4841;6;2888;1605;1846;;;
1335;530i;231;245;AT;2003;2007;5ER;7.1;1468;560;4841;6;2888;1505;1846;;;
1336;530d;218;243;AT;2003;2007;5ER;7.3;1468;560;4841;6;2888;1610;1846;;;
1337;530i;228;241;AT;2003;2007;5ER;7.2;1468;;4854;6;2888;1580;1846;;;
1338;535d;272;250;AT;2003;2007;5ER;6.5;1468;560;4841;6;2888;1660;1846;;;
1339;530i;258;250;AT;2003;2007;5ER;6.7;1468;560;4841;6;2888;1500;1846;;;
1340;530d;231;248;AT;2003;2007;5ER;6.8;1468;560;4841;6;2888;1600;1846;;;
1341;530xd;231;238;AT;2003;2007;5ER;6.8;1482;560;4841;6;2888;1675;1846;;;
1342;530xi;258;250;MT;2003;2007;5ER;6.8;1482;560;4841;6;2888;1590;1846;;;
1343;530i;228;241;MT;2003;2007;5ER;6.9;1468;;4854;6;2888;1570;1846;;;
1344;530i;258;250;MT;2003;2007;5ER;6.5;1468;560;4841;6;2888;1490;1846;;;
1345;530d;218;245;MT;2003;2007;5ER;7.1;1468;560;4841;6;2888;1595;1846;;;
1346;530d;231;250;MT;2003;2007;5ER;6.8;1468;560;4841;6;2888;1590;1846;;;
1347;530i;231;250;MT;2003;2007;5ER;6.9;1468;560;4841;6;2888;1495;1846;;;
1348;530xd;231;242;MT;2003;2007;5ER;6.6;1482;560;4841;6;2888;1660;1846;;;
1349;540i;306;250;AT;2003;2007;5ER;6.3;1468;560;4841;8;2888;1660;1846;;;
1350;540i;306;250;MT;2003;2007;5ER;6.2;1468;560;4841;8;2888;1650;1846;;;
1351;545i;329;241;AT;2003;2007;5ER;6.0;1468;;4854;8;2888;1700;1846;;;
1352;545i;333;250;AT;2003;2007;5ER;5.9;1468;560;4841;8;2888;1635;1846;;;
1353;545i;333;250;MT;2003;2007;5ER;5.8;1468;560;4841;8;2888;1630;1846;;;
1354;545i;329;241;MT;2003;2007;5ER;5.9;1468;;4854;8;2888;1695;1846;;;
1355;550i;365;241;AT;2003;2007;5ER;5.7;1468;;4854;8;2888;1730;1846;;;
1356;550i;367;250;AT;2003;2007;5ER;5.6;1468;560;4841;8;2888;1660;1846;;;
1357;550i;365;241;MT;2003;2007;5ER;5.6;1468;;4854;8;2888;1725;1846;;;
1358;550i;367;250;MT;2003;2007;5ER;5.5;1468;560;4841;8;2888;1660;1846;;;
1359;520d;163;218;AT;2003;2007;5ER;8.9;1491;600;4843;4;2888;1610;1846;;;
1360;520d;163;218;MT;2003;2007;5ER;8.9;1491;600;4843;4;2888;1600;1846;;;
1361;525i;218;237;AT;2003;2007;5ER;8.3;1491;600;4843;6;2888;1585;1846;;;
1362;523i;177;224;AT;2003;2007;5ER;9.5;1491;600;4843;6;2888;1580;1846;;;
1363;525d;177;222;AT;2003;2007;5ER;8.5;1491;600;4843;6;2888;1685;1846;;;
1364;525xi;218;228;AT;2003;2007;5ER;8.6;1491;600;4843;6;2888;1700;1846;;;
1365;525i;192;229;AT;2003;2007;5ER;8.8;1491;600;4843;6;2888;1590;1846;;;
1366;525i;192;232;MT;2003;2007;5ER;8.2;1491;600;4843;6;2888;1580;1846;;;
1367;525d;177;225;MT;2003;2007;5ER;8.3;1491;600;4843;6;2888;1675;1846;;;
1368;523i;177;227;MT;2003;2007;5ER;8.8;1491;600;4843;6;2888;1560;1846;;;
1369;525i;218;240;MT;2003;2007;5ER;7.8;1491;600;4843;6;2888;1565;1846;;;
1370;525xi;218;232;MT;2003;2007;5ER;8.5;1491;600;4843;6;2888;1685;1846;;;
1371;530d;218;240;AT;2003;2007;5ER;7.4;1491;600;4843;6;2888;1700;1846;;;
1372;530xi;258;242;AT;2003;2007;5ER;7.4;1491;600;4843;6;2888;1700;1846;;;
1373;530i;258;250;AT;2003;2007;5ER;6.9;1491;600;4843;6;2888;1590;1846;;;
1374;530xd;231;233;AT;2003;2007;5ER;7.0;1491;580;4843;6;2888;1770;1846;;;
1375;535d;272;250;AT;2003;2007;5ER;6.6;1491;560;4843;6;2888;1755;1846;;;
1376;530d;231;242;AT;2003;2007;5ER;7.0;1491;600;4843;6;2888;1690;1846;;;
1377;530i;258;250;MT;2003;2007;5ER;6.6;1491;600;4843;6;2888;1580;1846;;;
1378;530d;218;242;MT;2003;2007;5ER;7.2;1491;600;4843;6;2888;1685;1846;;;
1379;530d;231;244;MT;2003;2007;5ER;6.9;1491;600;4843;6;2888;1680;1846;;;
1380;530xi;258;245;MT;2003;2007;5ER;7.0;1491;600;4843;6;2888;1685;1846;;;
1381;530xd;231;235;MT;2003;2007;5ER;6.8;1491;580;4843;6;2888;1755;1846;;;
1382;545i;333;250;AT;2003;2007;5ER;6.0;1491;560;4843;8;2888;1725;1846;;;
1383;545i;333;250;MT;2003;2007;5ER;5.9;1491;560;4843;8;2888;1720;1846;;;
1384;550i;367;250;AT;2003;2007;5ER;5.7;1491;565;4843;8;2888;1745;1846;;;
1385;550i;367;250;MT;2003;2007;5ER;5.6;1491;565;4843;8;2888;1745;1846;;;
1386;520i;184;233;AT;2013;2014;5ER;7.9;1464;610;4907;4;2968;1690;1860;;;
1387;520d;184;231;AT;2013;2014;5ER;7.9;1464;610;4907;4;2968;1705;1860;;;
1388;528i xDrive;245;250;AT;2013;2014;5ER;6.3;1464;600;4907;4;2968;1785;1860;;;
1389;525d xDrive;218;240;AT;2013;2014;5ER;7.0;1464;600;4907;4;2968;1840;1860;;;
1390;518d;143;212;AT;2013;2014;5ER;9.6;1464;610;4907;4;2968;1700;1860;;;
1391;525d;218;243;AT;2013;2014;5ER;6.9;1464;610;4907;4;2968;1730;1860;;;
1392;528i;245;250;AT;2013;2014;5ER;6.3;1464;610;4907;4;2968;1700;1860;;;
1393;520d xDrive;184;228;AT;2013;2014;5ER;8.1;1464;600;4907;4;2968;1805;1860;;;
1394;520d;184;234;MT;2013;2015;5ER;8.1;1464;610;4907;4;2968;1695;1860;;;
1395;518d;143;214;MT;2013;2015;5ER;9.7;1464;610;4907;4;2968;1690;1860;;;
1396;525d;218;248;MT;2013;2015;5ER;7.0;1464;610;4907;4;2968;1725;1860;;;
1397;528i;245;250;MT;2013;2015;5ER;6.2;1464;610;4907;4;2968;1685;1860;;;
1398;520i;184;235;MT;2013;2015;5ER;7.9;1464;610;4907;4;2968;1670;1860;;;
1399;535i xDrive;306;250;AT;2013;2014;5ER;5.6;1464;600;4907;6;2968;1840;1860;;;
1400;530d xDrive;258;250;AT;2013;2014;5ER;5.7;1464;600;4907;6;2968;1885;1860;;;
1401;M550d xDrive;381;250;AT;2013;2015;5ER;4.7;1454;580;4910;6;2968;1955;1860;;;
1402;535d xDrive;313;250;AT;2013;2014;5ER;5.1;1464;600;4907;6;2968;1915;1860;;;
1403;ActiveHybrid 5;306;250;;2013;2014;5ER;5.9;1464;550;4907;6;2968;1925;1860;;;
1404;535i;306;250;AT;2013;2014;5ER;5.7;1464;610;4907;6;2968;1765;1860;;;
1405;535d;313;250;AT;2013;2014;5ER;5.3;1464;610;4907;6;2968;1810;1860;;;
1406;530d;258;250;AT;2013;2014;5ER;5.8;1464;610;4907;6;2968;1785;1860;;;
1407;535i;306;250;MT;2013;2015;5ER;5.8;1464;610;4907;6;2968;1750;1860;;;
1408;550i xDrive;450;250;AT;2013;2014;5ER;4.4;1464;600;4907;8;2968;1955;1860;;;
1409;550i;450;250;AT;2013;2014;5ER;4.6;1464;600;4907;8;2968;1905;1860;;;
1410;528i xDrive;245;244;AT;2013;2015;5ER;6.6;1462;640;4907;4;2968;1890;1860;;;
1411;518d;143;205;AT;2013;2015;5ER;10.0;1462;650;4907;4;2968;1805;1860;;;
1412;520d;184;224;AT;2013;2015;5ER;8.2;1462;650;4907;4;2968;1810;1860;;;
